Country_Region,Confirmed,Deaths,Recovered
US,2430,51,0
US,76458,749,0
US,25344,288,0
US,82890,1895,0
US,21932,376,0
US,44975,1049,0
US,37403,790,0
US,3990,72,0
US,11180,128,0
US,18607,509,0
US,18083,314,0
US,13072,113,0
US,14278,405,0
US,5085,120,0
US,4015,97,0
US,1967,25,0
US,3010,0,0
US,1439,65,0
US,22291,449,0
US,2106,25,0
US,4891,48,0
US,1971,30,0
US,1688,44,0
US,778,9,0
US,1020,25,0
US,166,6,0
US,3244,75,0
US,1245,20,0
US,5433,67,0
US,8062,130,0
US,1492,44,0
US,1145,31,0
US,10250,261,0
US,1016,35,0
US,1054,20,0
US,1000,31,0
US,1963,21,0
US,4454,57,0
US,1588,20,0
US,1732,48,0
US,371,11,0
US,2515,22,0
US,690,37,0
US,7675,126,0
US,3470,39,0
US,1028,19,0
US,13710,239,0
US,2208,3,0
US,1829,47,0
US,16869,132,0
US,10184,66,0
US,179,3,0
US,14623,234,0
US,652,14,0
US,45028,577,0
US,4126,93,0
US,3179,53,0
US,10236,100,0
US,1289,25,0
US,8453,84,0
US,429,8,0
US,1395,39,0
US,811,8,0
US,1829,16,0
US,38737,532,0
US,2029,51,0
US,1457,63,0
US,680,25,0
US,4829,213,0
US,8425,109,0
US,811,41,0
US,376,3,0
US,2701,35,0
US,1651,33,0
US,1880,53,0
US,667,13,0
US,1376,43,0
US,4920,77,0
US,7828,128,0
US,11006,81,0
US,1832,26,0
US,57724,790,0
US,1846,38,0
US,179,4,0
US,5297,135,0
US,4943,66,0
US,1333,32,0
US,1144,28,0
US,58565,604,0
US,3729,93,0
US,18627,235,0
US,680,48,0
US,1884,38,0
US,1482,29,0
US,1556,33,0
US,589,11,0
US,13699,159,0
US,8216,130,0
US,666,17,0
US,5735,73,0
US,845,9,0
US,1254,35,0
US,1319,40,0
US,567,34,0
US,744,34,0
US,1185,24,0
US,1197,32,0
US,532,10,0
US,3814,122,0
US,1567,33,0
US,1948,31,0
US,439,11,0
US,514,5,0
US,8766,136,0
US,1977,23,0
US,469,16,0
US,1878,24,0
US,314,10,0
US,1369,26,0
US,513,10,0
US,1119,20,0
US,551,3,0
US,1380,52,0
US,1622,64,0
US,626,10,0
US,1170,10,0
US,3058,42,0
US,9888,209,0
US,6009,127,0
US,2369,42,0
US,900,14,0
US,24826,348,0
US,8712,111,0
US,1554,33,0
US,1878,20,0
US,1672,33,0
US,1351,21,0
US,3483,46,0
US,600,30,0
US,1374,31,0
US,100,1,0
US,1151,17,0
US,426,31,0
US,15042,253,0
US,4065,81,0
US,235,2,0
US,595,15,0
US,683,12,0
US,3762,98,0
US,2266,50,0
US,685,17,0
US,1737,74,0
US,295,9,0
US,55,0,0
US,1520,36,0
US,541,14,0
US,819,39,0
US,576,35,0
US,2844,85,0
US,3654,81,0
US,2371,70,0
US,813,37,0
US,510,15,0
US,5051,128,0
US,669,25,0
US,424,19,0
US,3676,6,0
US,1465,42,0
US,2258,82,0
US,4154,59,0
US,5729,92,0
US,3293,83,0
US,286,9,0
US,1402,46,0
US,2146,49,0
US,89,2,0
US,490,19,0
US,2173,37,0
US,11947,126,0
US,591,35,0
US,639,10,0
US,640,18,0
US,1162,40,0
US,103,3,0
US,7326,122,0
US,1922,45,0
US,18235,224,0
US,147,1,0
US,1432,17,0
US,661,2,0
US,0,0,0
US,38262,355,0
US,260,3,0
US,6440,63,0
US,274,2,0
US,433,4,0
US,3649,46,0
US,1562,13,0
US,240,2,0
US,1960,13,0
US,10383,117,0
US,568,7,0
US,162,0,0
US,56,0,0
US,20597,219,0
US,534,10,0
US,2537,20,0
US,53,0,0
US,828,6,0
US,203,2,0
US,1347,9,0
US,916,8,0
US,871,14,0
US,1416,21,0
US,1147,18,0
US,1024,15,0
US,2067,15,0
US,2217,16,0
US,12612,116,0
US,2154,6,0
US,462,9,0
US,342,5,0
US,434,9,0
US,5248,18,0
US,2062,23,0
US,3027,44,0
US,250,2,0
US,886,20,0
US,2062,24,0
US,546,4,0
US,840,26,0
US,723,2,0
US,7946,113,0
US,1,0,0
US,482,3,0
US,994,14,0
US,6477,73,0
US,341,7,0
US,1554,15,0
US,5070,61,0
US,451,5,0
US,2813,66,0
US,381,1,0
US,1333,31,0
US,1586,19,0
US,13832,84,0
US,2600,49,0
US,1212,24,0
US,1198,32,0
US,4485,75,0
US,4294,70,0
US,393652,7860,0
US,1578,20,0
US,937,14,0
US,915,18,0
US,6643,78,0
US,1854,22,0
US,61805,958,0
US,1344,27,0
US,397,5,0
US,3860,52,0
US,2664,46,0
US,1227,37,0
US,3362,48,0
US,2342,28,0
US,330,3,0
US,1115,30,0
US,3859,44,0
US,601,10,0
US,1316,20,0
US,217,7,0
US,397,4,0
US,3692,39,0
US,2323,49,0
US,3650,51,0
US,894,13,0
US,2926,81,0
US,1972,30,0
US,1388,21,0
US,982,9,0
US,41511,564,0
US,10678,152,0
US,8449,68,0
US,4059,104,0
US,8363,186,0
US,48300,763,0
US,1985,20,0
US,2707,30,0
US,3140,51,0
US,2705,39,0
US,7959,163,0
US,3273,60,0
US,21054,341,0
US,3548,97,0
US,578,8,0
US,1026,37,0
US,893,26,0
US,1978,35,0
US,19128,204,0
US,11621,97,0
US,729,6,0
US,1069,24,0
US,3135,59,0
US,2166,22,0
US,3007,65,0
US,1260,19,0
US,4102,59,0
US,19,0,0
US,13172,193,0
US,2185,44,0
US,1046,7,0
US,1395,38,0
US,196,1,0
US,560,3,0
US,319,0,0
US,3324,43,0
US,1309,31,0
US,11014,223,0
US,1764,31,0
US,13219,176,0
US,543,3,0
US,327,1,0
US,1793,31,0
US,19050,329,0
US,449,19,0
US,3242,46,0
US,10431,172,0
US,145,1488,0
US,1697,29,0
US,6429,75,0
US,1048,11,0
US,1496,34,0
US,1225,18,0
US,1336,40,0
US,1122,20,0
US,4828,124,0
US,52293,724,0
US,5316,98,0
US,24019,344,0
US,2786,47,0
US,2645,40,0
US,28274,507,0
US,5522,111,0
US,753,10,0
US,895,24,0
US,4541,71,0
US,752,11,0
US,1354,14,0
US,4244,64,0
US,8544,125,0
US,1887,38,0
US,3240,37,0
US,602,11,0
US,2299,73,0
US,3014,68,0
US,3877,48,0
US,2135,77,0
US,7712,146,0
US,4704,62,0
US,22792,356,0
US,2219,45,0
US,5197,119,0
US,1546,31,0
US,1245,30,0
US,1411,34,0
US,3059,72,0
US,5042,121,0
US,1966,61,0
US,24249,316,0
US,5246,89,0
US,2693,39,0
US,11661,228,0
US,4296,63,0
US,6723,136,0
US,2477,47,0
US,3788,54,0
US,2491,33,0
US,1511,24,0
US,2185,50,0
US,1708,36,0
US,12309,265,0
US,2938,71,0
US,6884,82,0
US,2059,63,0
US,7650,150,0
US,40230,697,0
US,3338,80,0
US,9071,225,0
US,71487,1300,0
US,4519,87,0
US,601,12,0
US,2758,39,0
US,8075,116,0
US,2889,65,0
US,4354,88,0
US,831,24,0
US,4081,63,0
US,400,10,0
US,1245,33,0
US,1344,37,0
US,1175,12,0
US,1212,23,0
US,947,28,0
US,12948,204,0
US,1941,27,0
US,858,34,0
US,2489,39,0
US,1860,51,0
US,2513,42,0
US,1221,15,0
US,1933,38,0
US,3447,74,0
US,1520,14,0
US,24443,418,0
US,1560,46,0
US,2681,27,0
US,1689,29,0
US,508,6,0
US,15176,94,0
US,1100,37,0
US,0,231,0
US,511,4,0
US,15786,271,0
US,1274,32,0
US,9391,184,0
US,2630,58,0
US,545,10,0
US,5326,107,0
US,1450,16,0
US,5291,152,0
US,1935,51,0
US,2351,38,0
US,2500,28,0
US,610,17,0
US,266,2,0
US,1184,25,0
US,976,36,0
US,384,7,0
US,1989,37,0
US,12820,218,0
US,1924,15,0
US,2271,44,0
US,1445,16,0
US,3727,26,0
US,1290,22,0
US,1173,9,0
US,2393,30,0
US,1056,38,0
US,1398,18,0
US,4353,62,0
US,1241,22,0
US,1041,11,0
US,690,6,0
US,1551,12,0
US,1396,46,0
US,4151,55,0
US,2133,22,0
US,7983,66,0
US,639,20,0
US,430,4,0
US,1637,29,0
US,3548,34,0
US,1717,20,0
US,10653,136,0
US,1020,24,0
US,1412,19,0
US,1284,34,0
US,909,17,0
US,472,5,0
US,648,7,0
US,1095,17,0
US,957,23,0
US,1491,24,0
US,1183,24,0
US,1457,26,0
US,1446,53,0
US,2485,27,0
US,727,17,0
US,983,18,0
US,699,29,0
US,1141,21,0
US,1785,29,0
US,2914,53,0
US,1033,20,0
US,11186,47,0
US,2593,48,0
US,792,25,0
US,1559,32,0
US,2878,24,0
US,16659,245,0
US,1076,24,0
US,584,8,0
US,1260,25,0
US,975,8,0
US,1749,34,0
US,2716,47,0
US,4037,57,0
US,1285,15,0
US,1048,30,0
US,549,16,0
US,682,17,0
US,770,15,0
US,3584,75,0
US,1591,53,0
US,614,8,0
US,1373,13,0
US,819,8,0
US,3366,51,0
US,724,12,0
US,41670,412,0
US,8327,95,0
US,1212,24,0
US,367,7,0
US,1041,14,0
US,14197,152,0
US,950,24,0
US,4355,44,0
US,8033,31,0
US,1762,55,0
US,547,9,0
US,751,0,0
US,1034,19,0
US,456,11,0
US,3144,91,0
US,3836,34,0
US,1893,28,0
US,384,21,0
US,4455,64,0
US,1104,28,0
US,1386,18,0
US,12339,167,0
US,528,3,0
US,1530,18,0
US,683,11,0
US,594,2,0
US,1268,10,0
US,291,3,0
US,2229,35,0
US,971,10,0
US,1057,22,0
US,5493,23,0
US,238,3,0
US,189,3,0
US,1764,33,0
US,284,10,0
US,195,5,0
US,647,20,0
US,864,22,0
US,523,10,0
US,150,7,0
US,2663,46,0
US,3454,34,0
US,231,8,0
US,1274,16,0
US,738,7,0
US,6196,34,0
US,240,8,0
US,114,0,0
US,3231,54,0
US,1059,10,0
US,5482,35,0
US,5182,44,0
US,1835,18,0
US,1841,17,0
US,335,20,0
US,206,3,0
US,912,14,0
US,523,9,0
US,95,1,0
US,471,6,0
US,188,0,0
US,434,15,0
US,2707,27,0
US,364,2,0
US,162,5,0
US,1039,10,0
US,1206,10,0
US,151,3,0
US,39696,454,0
US,507,9,0
US,564,7,0
US,178,1,0
US,1993,30,0
US,127,5,0
US,5118,38,0
US,217,2,0
US,534,3,0
US,276,6,0
US,3404,59,0
US,701,7,0
US,855,21,0
US,2385,26,0
US,400,4,0
US,1880,15,0
US,401,3,0
US,2316,27,0
US,404,16,0
US,201,8,0
US,1354,49,0
US,1229,14,0
US,306,15,0
US,1165,25,0
US,836,8,0
US,195,1,0
US,421,8,0
US,1012,7,0
US,585,12,0
US,1151,6,0
US,686,19,0
US,256,7,0
US,7041,104,0
US,578,11,0
US,820,4,0
US,4917,20,0
US,533,9,0
US,343,8,0
US,727,18,0
US,4552,58,0
US,515,16,0
US,40608,406,0
US,3533,28,0
US,11929,219,0
US,388,8,0
US,545,9,0
US,216,1,0
US,280,8,0
US,161,5,0
US,487,6,0
US,1393,21,0
US,904,7,0
US,295,5,0
US,0,94,0
US,452,8,0
US,161,2,0
US,440,8,0
US,182,5,0
US,685,7,0
US,119,2,0
US,15892,198,0
US,1202,39,0
US,1153,17,0
US,971,2,0
US,233,2,0
US,2536,35,0
US,505,8,0
US,1787,26,0
US,7521,38,0
US,926,1,0
US,3003,31,0
US,2162,2,0
US,275,3,0
US,597,3,0
US,658,5,0
US,4134,30,0
US,789,16,0
US,869,15,0
US,2344,25,0
US,4513,24,0
US,328,1,0
US,527,6,0
US,1363,6,0
US,826,23,0
US,4258,51,0
US,1452,15,0
US,1623,8,0
US,839,15,0
US,336,3,0
US,394,4,0
US,5737,74,0
US,537,13,0
US,784,1,0
US,670,0,0
US,23078,143,0
US,711,2,0
US,1805,15,0
US,2132,19,0
US,363,4,0
US,426,9,0
US,940,4,0
US,1238,6,0
US,2632,47,0
US,1295,32,0
US,750,10,0
US,2275,19,0
US,447,11,0
US,5949,42,0
US,1538,18,0
US,729,1,0
US,1229,9,0
US,2939,45,0
US,814,4,0
US,223,5,0
US,2623,79,0
US,846,19,0
US,50804,530,0
US,2598,46,0
US,1120,15,0
US,8747,66,0
US,738,14,0
US,1763,10,0
US,816,4,0
US,3645,14,0
US,758,5,0
US,1043,18,0
US,471,1,0
US,1027,3,0
US,775,23,0
US,1443,23,0
US,488,5,0
US,1695,39,0
US,320,5,0
US,5706,35,0
US,701,1,0
US,1510,20,0
US,1558,20,0
US,657,10,0
US,920,17,0
US,4265,41,0
US,1089,1,0
US,550,20,0
US,1133,4,0
US,215,1,0
US,1365,6,0
US,601,7,0
US,945,26,0
US,1378,12,0
US,518,0,0
US,1920,28,0
US,2855,17,0
US,255,3,0
US,1473,26,0
US,3737,48,0
US,428,6,0
US,304,10,0
US,612,1,0
US,1552,15,0
US,2923,34,0
US,686,0,0
US,3699,33,0
US,138,5,0
US,842,8,0
US,1214,3,0
US,1099,23,0
US,2457,23,0
US,2989,28,0
US,1183,10,0
US,987,5,0
US,1723,16,0
US,686,16,0
US,658,3,0
US,373,0,0
US,0,0,0
US,954,9,0
US,10105,84,0
US,869,9,0
US,1309,8,0
US,741,12,0
US,2741,9,0
US,300,3,0
US,1253,1,0
US,5082,153,0
US,2458,71,0
US,7849,117,0
US,1379,28,0
US,2695,90,0
US,1977,54,0
US,1202,47,0
US,8979,199,0
US,17819,517,0
US,13933,285,0
US,922,21,0
US,381,4,0
US,853,22,0
US,1072,34,0
US,1448,38,0
US,1764,51,0
US,25726,583,0
US,959,16,0
US,2458,91,0
US,2624,57,0
US,2044,81,0
US,1501,40,0
US,4840,120,0
US,2683,73,0
US,1392,38,0
US,31498,669,0
US,2285,65,0
US,1149,23,0
US,16753,188,0
US,6250,162,0
US,3339,73,0
US,8761,125,0
US,1307,18,0
US,2133,46,0
US,2840,58,0
US,20780,679,0
US,13951,284,0
US,0,0,0
US,1708,21,0
US,1918,57,0
US,8258,212,0
US,661,29,0
US,1744,40,0
US,2064,44,0
US,2367,39,0
US,3637,73,0
US,707,5,0
US,1323,43,0
US,2649,119,0
US,6576,202,0
US,3804,82,0
US,3080,102,0
US,15312,345,0
US,9038,184,0
US,273,3,0
US,6260,149,0
US,399,0,0
US,1842,66,0
US,3518,85,0
US,2168,76,0
US,3135,87,0
US,2822,68,0
US,1836,48,0
US,913,34,0
US,950,25,0
US,1227,30,0
US,2718,44,0
US,643,8,0
US,7457,98,0
US,454,5,0
US,551,12,0
US,1879,29,0
US,373,4,0
US,308,2,0
US,0,0,0
US,1123,21,0
US,2145,21,0
US,117,1,0
US,389,1,0
US,750,21,0
US,23,0,0
US,382,17,0
US,381,4,0
US,5209,64,0
US,5474,154,0
US,24815,367,0
US,39001,942,0
US,31911,711,0
US,2268,46,0
US,1341,10,0
US,5249,167,0
US,3620,75,0
US,6116,124,0
US,1382,22,0
US,11518,196,0
US,1487,53,0
US,8660,168,0
US,11363,181,0
US,742,27,0
US,46717,1129,0
US,55139,1089,0
US,1701,28,0
US,1816,22,0
US,3308,89,0
US,1185,8,0
US,0,55,0
US,8432,153,0
US,4752,78,0
US,2222,48,0
US,5396,206,0
US,2907,130,0
US,34655,905,0
US,1231,2,0
US,58429,1466,0
US,1278,65,0
US,26282,889,0
US,3832,158,0
US,75615,2321,0
US,27296,1104,0
US,24296,830,0
US,54556,1177,0
US,16810,3,0
US,42595,1266,0
US,336,14,0
US,319,2,0
US,5758,66,0
US,1142,26,0
US,618,9,0
US,597,24,0
US,545,28,0
US,2968,34,0
US,6219,187,0
US,658,26,0
US,9218,189,0
US,3070,68,0
US,7802,189,0
US,3194,45,0
US,849,10,0
US,737,33,0
US,1385,14,0
US,1224,41,0
US,3879,40,0
US,457,6,0
US,2889,77,0
US,2174,68,0
US,4667,88,0
US,1207,33,0
US,289,5,0
US,21619,596,0
US,1184,32,0
US,1002,38,0
US,3015,46,0
US,2417,69,0
US,2588,57,0
US,1974,32,0
US,1523,42,0
US,12635,184,0
US,3393,43,0
US,1104,46,0
US,813,37,0
US,3426,42,0
US,7675,154,0
US,12232,240,0
US,491,12,0
US,43274,543,0
US,82,2,0
US,304,9,0
US,4023,101,0
US,626,7,0
US,4207,61,0
US,7825,73,0
US,192,0,0
US,380,2,0
US,49473,1601,0
US,591,15,0
US,3557,52,0
US,979,19,0
US,1651,14,0
US,1689,25,0
US,20981,124,0
US,4011,44,0
US,479,8,0
US,7595,149,0
US,2932,65,0
US,286,9,0
US,9333,260,0
US,2253,33,0
US,61195,1636,0
US,1605,43,0
US,921,30,0
US,306,16,0
US,841,18,0
US,308,15,0
US,1015,22,0
US,18475,272,0
US,2490,10,0
US,530,9,0
US,963,27,0
US,12336,383,0
US,1497,57,0
US,229,4,0
US,2954,58,0
US,7026,158,0
US,3584,50,0
US,2637,89,0
US,17,0,0
US,4044,78,0
US,13702,193,0
US,84941,3624,0
US,990,18,0
US,1023,32,0
US,28973,323,0
US,2680,36,0
US,2871,41,0
US,3888,78,0
US,434,3,0
US,5040,28,0
US,2011,32,0
US,2595,37,0
US,6449,33,0
US,1928,20,0
US,1275,29,0
US,4149,27,0
US,6163,78,0
US,657,14,0
US,104,0,0
US,1221,15,0
US,4509,64,0
US,30280,277,0
US,1175,4,0
US,3481,59,0
US,911,11,0
US,1110,1,0
US,1992,18,0
US,3059,42,0
US,390,7,0
US,86273,1382,0
US,1185,12,0
US,1396,37,0
US,2636,31,0
US,2692,39,0
US,791,8,0
US,924,18,0
US,5379,65,0
US,341,18,0
US,546,9,0
US,603,14,0
US,547,15,0
US,152,1,0
US,1950,15,0
US,454,1,0
US,2847,29,0
US,396,7,0
US,675,12,0
US,1570,25,0
US,3073,39,0
US,1879,32,0
US,2028,43,0
US,2914,43,0
US,3321,25,0
US,755,5,0
US,2073,32,0
US,3530,46,0
US,410,8,0
US,9309,61,0
US,4216,50,0
US,905,14,0
US,2472,12,0
US,875,21,0
US,3198,49,0
US,690,4,0
US,37111,688,0
US,309,4,0
US,1308,26,0
US,1291,39,0
US,5516,55,0
US,1025,10,0
US,1599,14,0
US,11016,81,0
US,7654,57,0
US,1021,5,0
US,12538,205,0
US,16946,172,0
US,2512,9,0
US,671,6,0
US,790,16,0
US,2226,27,0
US,216,2,0
US,444,59,0
US,1500,2,0
US,1123,12,0
US,1755,13,0
US,18467,190,0
US,1024,7,0
US,588,7,0
US,3565,43,0
US,10834,88,0
US,880,14,0
US,1807,58,0
US,2235,40,0
US,869,23,0
US,1751,51,0
US,683,21,0
US,3450,95,0
US,1184,17,0
US,936,18,0
US,1607,37,0
US,526,10,0
US,723,20,0
US,1206,58,0
US,1349,30,0
US,1971,52,0
US,2195,45,0
US,1858,67,0
US,14885,139,0
US,5292,102,0
US,596,9,0
US,1740,35,0
US,996,25,0
US,1978,62,0
US,2074,55,0
US,10843,157,0
US,14118,272,0
US,1596,65,0
US,739,22,0
US,152,4,0
US,2322,51,0
US,8820,159,0
US,1467,25,0
US,467,14,0
US,766,24,0
US,5288,97,0
US,666,19,0
US,4289,84,0
US,4162,60,0
US,4992,171,0
US,919,16,0
US,2069,57,0
US,7758,118,0
US,2664,101,0
US,2592,79,0
US,4458,92,0
US,7294,136,0
US,1775,63,0
US,2929,63,0
US,3061,89,0
US,994,31,0
US,3032,142,0
US,1631,34,0
US,959,20,0
US,3453,76,0
US,3236,71,0
US,2633,81,0
US,890,30,0
US,2252,71,0
US,3196,42,0
US,2129,42,0
US,606,7,0
US,8957,168,0
US,2146,40,0
US,390,17,0
US,2064,64,0
US,1036,20,0
US,1202,18,0
US,2435,61,0
US,1240,33,0
US,2414,56,0
US,2026,40,0
US,1596,53,0
US,759,19,0
US,0,0,0
US,2865,42,0
US,1012,34,0
US,2773,79,0
US,4322,116,0
US,1698,27,0
US,789,18,0
US,533,23,0
US,1854,51,0
US,1014,33,0
US,2133,50,0
US,1629,4,0
US,1109,14,0
US,260,5,0
US,1824,32,0
US,1819,36,0
US,776,8,0
US,845,12,0
US,1203,16,0
US,961,12,0
US,13498,44,0
US,6068,96,0
US,2850,15,0
US,553,5,0
US,3817,20,0
US,3183,63,0
US,6503,99,0
US,661,18,0
US,379,6,0
US,5631,55,0
US,529,8,0
US,337,3,0
US,5580,49,0
US,376,5,0
US,6339,98,0
US,1272,56,0
US,7668,86,0
US,1502,20,0
US,1731,19,0
US,362,9,0
US,707,18,0
US,470,9,0
US,784,19,0
US,710,8,0
US,631,19,0
US,2096,15,0
US,6656,113,0
US,689,29,0
US,614,16,0
US,19064,278,0
US,689,23,0
US,637,10,0
US,1453,22,0
US,435,9,0
US,328,9,0
US,623,3,0
US,2343,37,0
US,411,1,0
US,23679,245,0
US,10125,160,0
US,15317,134,0
US,3250,31,0
US,30472,354,0
US,151,2,0
US,2515,46,0
US,2092,40,0
US,2346,52,0
US,549,3,0
US,3561,19,0
US,409,9,0
US,1050,24,0
US,932,10,0
US,1215,10,0
US,469,6,0
US,2360,24,0
US,1683,18,0
US,133,1,0
US,2044,41,0
US,1139,16,0
US,1510,17,0
US,522,5,0
US,504,9,0
US,1458,24,0
US,1624,31,0
US,3505,46,0
US,2286,18,0
US,542,3,0
US,1206,8,0
US,382,4,0
US,1285,21,0
US,1862,19,0
US,4100,61,0
US,2525,86,0
US,1285,14,0
US,2467,23,0
US,1842,21,0
US,2571,27,0
US,200,1,0
US,667,7,0
US,1611,17,0
US,1140,8,0
US,225,2,0
US,678,8,0
US,2033,23,0
US,203,1,0
US,230,3,0
US,3345,60,0
US,410,9,0
US,299,4,0
US,27407,290,0
US,465,5,0
US,6616,69,0
US,69480,1391,0
US,17610,336,0
US,1430,5,0
US,2027,34,0
US,1645,24,0
US,661,10,0
US,3827,52,0
US,1363,18,0
US,36960,0,0
US,1100,19,0
US,1667,9,0
US,1798,39,0
US,670,6,0
US,2462,39,0
US,122,1,0
US,1096,24,0
US,769,8,0
US,2050,58,0
US,603,22,0
US,294,1,0
US,682,8,0
US,135,4,0
US,6634,104,0
US,371,4,0
US,987,9,0
US,138,5,0
US,926,23,0
US,847,9,0
US,268,2,0
US,860,13,0
US,8854,56,0
US,9313,37,0
US,72,2,0
US,1324,23,0
US,43,0,0
US,162,2,0
US,1639,34,0
US,777,4,0
US,77,0,0
US,1471,16,0
US,4859,38,0
US,101,1,0
US,1089,9,0
US,509,3,0
US,143,0,0
US,111,7,0
US,177,0,0
US,6385,54,0
US,264,7,0
US,876,6,0
US,10,1,0
US,426,12,0
US,387,3,0
US,102,5,0
US,788,5,0
US,124,2,0
US,2156,26,0
US,875,11,0
US,1390,51,0
US,1027,28,0
US,440,3,0
US,357,5,0
US,3033,34,0
US,543,8,0
US,314,6,0
US,312,5,0
US,673,8,0
US,43,1,0
US,0,0,0
US,644,7,0
US,141,6,0
US,113,4,0
US,13847,161,0
US,2297,36,0
US,427,4,0
US,18,0,0
US,26,0,0
US,16,0,0
US,421,4,0
US,784,8,0
US,162,3,0
US,209,2,0
US,4329,48,0
US,521,9,0
US,717,9,0
US,1762,13,0
US,549,10,0
US,369,3,0
US,251,4,0
US,758,12,0
US,552,8,0
US,1447,18,0
US,824,9,0
US,639,14,0
US,3505,55,0
US,547,18,0
US,2476,24,0
US,70,0,0
US,490,6,0
US,3798,42,0
US,53581,515,0
US,102,4,0
US,409,7,0
US,210,2,0
US,153,1,0
US,363,4,0
US,1839,13,0
US,92,1,0
US,127,3,0
US,159,3,0
US,23,3,0
US,178,2,0
US,5829,96,0
US,711,15,0
US,179,0,0
US,55,0,0
US,176,2,0
US,675,13,0
US,47,2,0
US,470,13,0
US,555,1,0
US,543,5,0
US,583,4,0
US,589,2,0
US,38,0,0
US,341,5,0
US,677,5,0
US,22626,123,0
US,3026,34,0
US,69,0,0
US,36,0,0
US,3778,39,0
US,21,0,0
US,582,11,0
US,408,12,0
US,349,9,0
US,481,10,0
US,299,1,0
US,1014,2,0
US,160,1,0
US,230,11,0
US,746,8,0
US,538,19,0
US,3517,41,0
US,348,9,0
US,953,5,0
US,519,15,0
US,99,2,0
US,1743,3,0
US,15923,78,0
US,1795,10,0
US,3041,50,0
US,1156,19,0
US,385,11,0
US,151,4,0
US,27,0,0
US,317,8,0
US,382,3,0
US,46,0,0
US,706,9,0
US,1257,5,0
US,249,3,0
US,1638,17,0
US,883,6,0
US,273,3,0
US,28,0,0
US,1249,7,0
US,5016,57,0
US,1381,39,0
US,171850,2384,0
US,1974,16,0
US,3896,34,0
US,32,0,0
US,30,0,0
US,813,10,0
US,388,4,0
US,277,1,0
US,2163,44,0
US,199,4,0
US,1994,46,0
US,832,10,0
US,66,2,0
US,0,0,0
US,35756,489,0
US,379,3,0
US,1934,47,0
US,905,4,0
US,1263,7,0
US,662,15,0
US,1127,9,0
US,17624,435,0
US,4793,64,0
US,10918,141,0
US,3489,31,0
US,430,6,0
US,2787,0,0
US,15351,370,0
US,52473,2330,0
US,23630,627,0
US,31632,827,0
US,4683,137,0
US,9432,229,0
US,51576,2399,0
US,16157,397,0
US,48010,1707,0
US,4173,139,0
US,19893,725,0
US,48256,1683,0
US,35247,1049,0
US,23738,965,0
US,36513,1381,0
US,43267,1460,0
US,3121,112,0
US,15429,666,0
US,5122,215,0
US,1075,0,0
US,41887,1559,0
US,4378,183,0
US,41121,573,0
US,58,3,0
US,7027,92,0
US,2278,75,0
US,524,23,0
US,4097,46,0
US,97,0,0
US,17636,280,0
US,4586,73,0
US,921,15,0
US,279,5,0
US,8,0,0
US,242,8,0
US,6751,90,0
US,1043,10,0
US,286,0,0
US,2370,43,0
US,9881,344,0
US,123,3,0
US,2167,38,0
US,332,7,0
US,2314,42,0
US,1527,28,0
US,10308,297,0
US,861,4,0
US,8269,133,0
US,7414,75,0
US,536,35,0
US,959,42,0
US,1154,41,0
US,485,4,0
US,3368,0,0
US,192,7,0
US,4928,66,0
US,11917,205,0
US,1876,73,0
US,86505,5140,0
US,8301,206,0
US,2585,44,0
US,2997,23,0
US,3625,21,0
US,4585,96,0
US,1250,21,0
US,1158,8,0
US,1678,60,0
US,2107,35,0
US,726,11,0
US,12379,237,0
US,41988,1209,0
US,608,16,0
US,781,9,0
US,1317,36,0
US,2767,53,0
US,1383,23,0
US,112,1,0
US,2230,24,0
US,1859,10,0
US,125467,7745,0
US,944,15,0
US,1928,25,0
US,2337,66,0
US,34592,578,0
US,1393,45,0
US,89460,2401,0
US,61676,3348,0
US,8745,180,0
US,12425,253,0
